Car_ID,Class,Price,Capacity
BH 0330 CH,SUV,408,7
BH 8717 BB,Micro,197,2
BH 5190 GX,Micro,180,2
BH 7261 SP,Lux,1350,5
BH 2113 US,Lux,930,5
BH 7373 PV,SUV,683,7
BH 4792 PB,Lux,870,5
BH 5762 XJ,Lux,1206,5
BH 6126 SV,SUV,663,7
BH 8047 ID,Mini,209,4
BH 7889 MU,Lux,1595,5
BH 8620 SN,Micro,284,2
BH 7611 KK,Sedan,350,5
BH 1526 OX,Mini,234,4
BH 0154 RG,Mini,300,4
BH 9989 CH,Lux,1469,5
BH 0316 OI,Micro,179,2
BH 6260 DD,SUV,652,7
BH 3937 WS,Sedan,384,5
BH 2559 CF,Mini,392,4
BH 1352 HI,SUV,547,7
BH 5408 SN,Mini,393,4
BH 9400 ZH,Micro,267,2
BH 1514 QT,Sedan,498,5
BH 2169 RI,Micro,205,2
BH 8998 QD,Mini,297,4
BH 2397 ST,Lux,1432,5
BH 0009 LS,Lux,950,5
BH 7770 VN,Sedan,361,5
BH 6464 KK,Sedan,490,5
BH 2561 DL,Mini,297,4
BH 6390 RC,SUV,749,7
BH 4742 IO,Mini,355,4
BH 7382 ZU,Mini,306,4
BH 7533 FC,Micro,191,2
BH 1274 PK,Lux,1312,5
BH 1151 JZ,Sedan,440,5
BH 8684 JV,Lux,1116,5
BH 3366 SS,Mini,377,4
BH 6788 RN,SUV,514,7
BH 5315 CS,Mini,242,4
BH 0484 IP,Sedan,447,5
BH 8072 PG,Lux,1397,5
BH 0427 SF,SUV,620,7
BH 2845 EX,Mini,294,4
BH 5405 OV,Mini,231,4
BH 1933 IU,Micro,150,2
BH 3031 XV,Lux,1573,5
BH 9627 MC,Micro,232,2
BH 0877 DQ,Micro,237,2
BH 0487 RN,Micro,279,2
BH 3584 KB,Lux,1219,5
BH 5798 TJ,SUV,511,7
BH 1229 DM,Mini,279,4
BH 3997 QO,Lux,1176,5
BH 6541 AW,Lux,1133,5
BH 8638 NX,SUV,491,7
BH 8721 YT,Micro,296,2
BH 5218 YR,SUV,585,7
BH 8882 LQ,Lux,1166,5
BH 8651 AZ,Mini,242,4
BH 2449 RK,Mini,294,4
BH 9796 UA,Micro,244,2
BH 5088 WL,Lux,863,5
BH 2139 JT,Micro,201,2
BH 6941 BI,SUV,671,7
BH 1454 LZ,Lux,954,5
BH 2429 UG,SUV,663,7
BH 0006 FB,Lux,1357,5
BH 8505 QA,SUV,668,7
BH 8135 MG,Mini,315,4
BH 2327 HC,Micro,233,2
BH 8777 QF,Sedan,420,5
BH 3770 ID,Mini,201,4
BH 4013 OM,SUV,638,7
BH 3471 TW,Lux,1258,5
BH 1207 AO,Lux,871,5
BH 6790 YH,Sedan,369,5
BH 5424 HW,Micro,208,2
BH 8280 VH,Lux,1484,5
BH 5236 VU,SUV,451,7
BH 9410 RT,Lux,1051,5
BH 3936 ZV,Lux,1217,5
BH 5081 QZ,SUV,416,7
BH 8908 CQ,SUV,430,7
BH 9733 EB,Sedan,371,5
BH 9005 DG,Sedan,409,5
BH 0518 GX,SUV,767,7
BH 6753 NQ,SUV,454,7
BH 2205 VA,Lux,857,5
BH 3146 BH,Sedan,499,5
BH 0537 WX,Lux,1326,5
BH 1635 OB,Mini,341,4
BH 9923 SW,Micro,244,2
BH 8057 ZZ,Mini,348,4
BH 5712 KX,Mini,306,4
BH 4355 EN,Mini,356,4
BH 6617 DR,Lux,807,5
BH 3000 GW,Micro,237,2
BH 6294 YV,SUV,789,7
BH 6003 BC,Sedan,390,5
BH 4278 HE,Micro,292,2
BH 8337 WT,Sedan,497,5
BH 4246 HU,Micro,261,2
BH 5154 GV,Sedan,492,5
BH 9586 SZ,Mini,274,4
BH 7764 EZ,Micro,298,2
BH 5160 OR,Lux,1359,5
BH 6902 LY,Mini,349,4
BH 2865 HN,Sedan,408,5
BH 7057 PB,SUV,690,7
BH 9033 FI,Micro,210,2
BH 9474 OR,Mini,239,4
BH 4590 JQ,Mini,364,4
BH 7920 CW,Micro,196,2
BH 8538 KB,Mini,332,4
BH 4199 VJ,Mini,201,4
BH 1380 XZ,SUV,476,7
BH 7921 RX,Mini,303,4
BH 0026 SZ,Micro,269,2
BH 3646 PG,Lux,1592,5
BH 9306 CV,SUV,660,7
BH 5815 BP,SUV,463,7
BH 4481 HN,Sedan,474,5
BH 6513 CG,Lux,1324,5
BH 0873 GF,Lux,1552,5
BH 6879 OF,SUV,527,7
BH 9313 RL,Sedan,404,5
BH 1793 QK,Sedan,467,5
BH 1154 AI,Mini,276,4
BH 8622 RM,Micro,206,2
BH 5067 NI,SUV,745,7
BH 8863 XR,Micro,219,2
BH 7076 GV,Mini,327,4
BH 3139 CA,Sedan,408,5
BH 4386 ST,Mini,398,4
BH 9674 MI,Sedan,472,5
BH 2482 EW,Micro,256,2
BH 6427 ZR,Mini,357,4
BH 1608 IA,Sedan,437,5
BH 1819 OI,Lux,834,5
BH 3329 HI,Micro,283,2
BH 8912 AJ,SUV,496,7
BH 2898 VD,SUV,772,7
BH 2579 VN,Sedan,393,5
BH 0759 JR,Micro,239,2
BH 5404 NZ,Lux,849,5
BH 0365 SG,Lux,1199,5
BH 4590 TU,SUV,698,7
BH 5671 SY,Sedan,422,5
BH 4067 CS,Micro,219,2
BH 6421 VG,SUV,750,7
BH 4709 JL,Mini,304,4
BH 2570 QT,SUV,428,7
BH 3855 LE,SUV,597,7
BH 1565 YI,Micro,155,2
BH 8144 SD,Mini,348,4
BH 4364 RO,SUV,443,7
BH 5976 VY,SUV,450,7
BH 7744 GM,Micro,192,2
BH 5481 GG,Micro,177,2
BH 5976 CZ,Micro,200,2
BH 1394 RH,Micro,202,2
BH 8415 TL,Micro,158,2
BH 2624 UN,Lux,1444,5
BH 2487 EA,Micro,227,2
BH 5627 PK,Micro,182,2
BH 6820 XP,Lux,1344,5
BH 5278 KP,Lux,1419,5
BH 0335 VT,Sedan,366,5
BH 1794 HH,Lux,1122,5
BH 4125 PU,Lux,1510,5
BH 8444 RK,Lux,1106,5
BH 9317 EO,Lux,1467,5
BH 5875 PT,Micro,253,2
BH 4965 KY,Mini,298,4
BH 3772 KC,Sedan,427,5
BH 3691 VA,Sedan,466,5
BH 7080 DL,Sedan,382,5
BH 3038 PC,Mini,352,4
BH 4038 MP,Sedan,338,5
BH 6557 YG,Mini,247,4
BH 2908 JV,Lux,1137,5
BH 0131 JQ,Mini,216,4
BH 2101 BE,Mini,364,4
BH 6932 QN,Lux,1360,5
BH 5737 BM,Sedan,375,5
BH 9174 UU,Micro,212,2
BH 1264 TB,Lux,1340,5
BH 2645 DA,Micro,260,2
BH 7518 ZT,Lux,1006,5
BH 3245 XS,Mini,395,4
BH 6148 OM,Sedan,361,5
BH 7635 AW,Mini,333,4
BH 1665 ZD,Lux,1585,5
BH 3296 UN,Sedan,398,5
BH 5529 VN,Micro,266,2
BH 6127 ZA,Lux,1501,5
BH 8631 OO,SUV,468,7
BH 7865 XF,Micro,152,2
BH 5615 GC,SUV,636,7
BH 6027 SO,Micro,220,2
BH 3913 GE,Mini,383,4
BH 3102 VM,SUV,534,7
BH 7536 YV,Lux,1166,5
BH 2729 LL,Mini,229,4
BH 6611 QW,Micro,291,2
BH 9207 CX,SUV,657,7
BH 6420 FF,Sedan,476,5
BH 7461 SS,Sedan,414,5
BH 0322 OS,SUV,484,7
BH 4433 QP,Lux,822,5
BH 5043 NI,Lux,1408,5
BH 8986 RK,Sedan,404,5
BH 9139 WO,Sedan,392,5
BH 3627 YJ,Mini,305,4
BH 4130 XZ,SUV,519,7
BH 0031 MS,SUV,720,7
BH 7988 XH,Micro,206,2
BH 2070 MB,Lux,1463,5
BH 8817 EM,Lux,1564,5
BH 2936 EQ,Lux,1319,5
BH 0820 HP,Micro,240,2
BH 3394 NI,Sedan,463,5
BH 5213 EH,SUV,500,7
BH 1417 ZN,Lux,1145,5
BH 8802 WJ,SUV,656,7
BH 4510 QK,Micro,205,2
BH 7046 GE,Sedan,460,5
BH 5658 OY,Mini,272,4
BH 4749 AJ,Lux,1540,5
BH 4602 VY,SUV,468,7
BH 7525 CV,Sedan,434,5
BH 3467 UV,SUV,682,7
BH 0481 GA,Lux,849,5
BH 5259 YX,Lux,963,5
BH 1204 AR,Micro,171,2
BH 0324 VY,Mini,263,4
BH 2335 UQ,Lux,1147,5
BH 7196 EG,SUV,503,7
BH 2117 WY,SUV,483,7
BH 3452 YU,SUV,418,7
BH 3795 MH,SUV,686,7
BH 6997 LB,Micro,226,2
BH 7689 HQ,Micro,228,2
BH 3353 LO,SUV,604,7
BH 1907 JB,Sedan,312,5
BH 7659 JK,Lux,1480,5
BH 8936 VJ,Micro,272,2
BH 3215 SX,Sedan,415,5
BH 3846 BQ,SUV,729,7
BH 9682 GR,Lux,1545,5
BH 4085 SF,Mini,360,4
BH 6836 ZY,Micro,260,2
BH 1048 WZ,Micro,275,2
BH 6399 AZ,Lux,877,5
BH 8018 QC,Micro,271,2
BH 5340 VB,SUV,585,7
BH 0737 MD,SUV,686,7
BH 9010 QR,SUV,712,7
BH 7619 PT,Lux,808,5
BH 5557 MY,Micro,169,2
BH 1314 WE,Lux,1520,5
BH 6266 BV,Micro,271,2
BH 4692 LP,Sedan,432,5
BH 6229 FE,Sedan,336,5
BH 9349 PO,Lux,974,5
BH 0410 DV,Lux,843,5
BH 1411 UX,Micro,264,2
BH 6230 AK,Lux,1191,5
BH 7155 PS,Micro,268,2
BH 6841 FZ,SUV,676,7
BH 8719 PU,Micro,276,2
BH 8930 SR,Sedan,403,5
BH 9762 MD,Lux,1053,5
BH 8407 CS,Sedan,499,5
BH 5221 JB,Micro,246,2
BH 0349 QQ,Micro,255,2
BH 9449 YZ,Lux,1544,5
BH 7188 NE,Sedan,442,5
BH 2959 ZI,SUV,404,7
BH 9907 QE,Micro,242,2
BH 9226 OY,Micro,238,2
BH 8008 YF,Mini,364,4
BH 5058 TM,Lux,1118,5
BH 0625 BC,SUV,435,7
BH 4159 DL,Micro,270,2
BH 2418 SI,Sedan,349,5
BH 5998 FR,Sedan,307,5
BH 4560 LF,Sedan,483,5
BH 5046 FJ,SUV,785,7
BH 7693 OU,Sedan,447,5
BH 7222 TH,SUV,626,7
BH 4198 QH,Micro,251,2
BH 2697 ZL,SUV,597,7
BH 0268 KK,SUV,674,7
BH 1148 ES,Mini,380,4
BH 2379 ZS,Sedan,451,5
BH 2429 IT,Sedan,351,5
BH 1083 AM,Micro,246,2
BH 7976 JX,Lux,1368,5
BH 7456 JK,SUV,792,7
BH 9771 TD,Micro,236,2
BH 0762 WU,Sedan,467,5
BH 6193 GF,SUV,757,7
BH 0939 GN,Mini,345,4
BH 6294 RV,Micro,237,2
BH 6352 IY,SUV,749,7
BH 0536 UR,Micro,219,2
BH 0531 WN,SUV,758,7
BH 5504 CV,SUV,657,7
BH 8702 BM,Mini,282,4
BH 7651 GW,Mini,275,4
BH 7811 SN,Micro,219,2
BH 4821 FW,SUV,673,7
BH 7123 SV,Sedan,423,5
BH 1390 AU,SUV,448,7
BH 7463 SI,Sedan,426,5
BH 2537 ND,Sedan,403,5
BH 6262 AA,SUV,619,7
BH 9559 SA,Lux,892,5
BH 0967 QG,Micro,187,2
BH 3683 FR,SUV,667,7
BH 6662 LA,Mini,342,4
BH 3832 IC,Micro,160,2
BH 1734 VC,Sedan,422,5
BH 1648 XL,Lux,927,5
BH 7150 SR,Mini,251,4
BH 6092 VA,Mini,346,4
BH 2817 KL,Micro,189,2
BH 9196 YI,Lux,1345,5
BH 6053 TH,SUV,534,7
BH 7999 BL,Sedan,405,5
BH 4644 MB,Micro,262,2
BH 7682 FI,Mini,236,4
BH 2971 NZ,Sedan,478,5
BH 0434 MW,Micro,263,2
BH 6693 QC,Sedan,469,5
BH 4711 YS,Mini,254,4
BH 1529 LI,Sedan,315,5
BH 4984 WD,Mini,392,4
BH 6387 LA,Sedan,489,5
BH 7809 TC,Micro,296,2
BH 3189 PX,Mini,267,4
BH 0019 NR,SUV,723,7
BH 5287 IR,Sedan,370,5
BH 0019 UG,SUV,772,7
BH 7874 JQ,Mini,272,4
BH 7155 SN,Micro,244,2
BH 2549 JD,Micro,267,2
BH 9285 LV,SUV,767,7
BH 7916 GG,Micro,265,2
BH 0632 WJ,Micro,197,2
BH 9928 XK,SUV,614,7
BH 2928 IJ,Sedan,421,5
BH 1861 VQ,Lux,994,5
BH 3574 DC,Lux,1176,5
BH 4633 BM,Mini,234,4
BH 7762 HK,Mini,333,4
BH 2114 HW,Mini,238,4
BH 2878 RI,Micro,194,2
BH 0436 PD,Sedan,395,5
BH 4519 HE,Micro,194,2
BH 4303 MZ,Lux,1521,5
BH 7360 RN,Micro,243,2
BH 3996 EU,Micro,202,2
BH 8338 TN,Lux,1405,5
BH 2985 QR,Sedan,333,5
BH 8695 HA,Mini,313,4
BH 8876 AZ,Sedan,443,5
BH 0596 JY,Sedan,425,5
BH 3123 MW,Lux,1015,5
BH 4589 FY,Mini,300,4
BH 3213 LW,SUV,770,7
BH 7678 OH,Sedan,460,5
BH 0775 GZ,SUV,441,7
BH 9835 UR,Sedan,478,5
BH 2875 YE,Sedan,301,5
BH 1326 BK,Lux,1290,5
BH 9582 WE,SUV,674,7
BH 4754 PC,Lux,899,5
BH 5454 PU,Micro,170,2
BH 9854 SZ,Sedan,494,5
BH 7461 BF,Micro,245,2
BH 9246 RD,Mini,235,4
BH 3583 PB,Mini,360,4
BH 0191 UM,Mini,386,4
BH 1432 BG,Lux,1494,5
BH 2665 UU,Mini,314,4
BH 2777 BJ,Lux,1221,5
BH 6646 GH,SUV,654,7
BH 7188 IJ,Micro,280,2
BH 1305 QV,Micro,286,2
BH 4902 BS,Sedan,364,5
BH 8552 OE,SUV,660,7
BH 8542 IK,Lux,1217,5
BH 4692 LG,Sedan,320,5
BH 7556 CD,Mini,348,4
BH 4663 WP,Sedan,336,5
BH 4224 XR,Mini,389,4
BH 0843 ZL,Micro,225,2
BH 6764 ZI,Lux,1042,5
BH 3812 NE,Lux,873,5
BH 2114 LN,Mini,295,4
BH 1809 SF,Mini,209,4
BH 1313 FX,Sedan,413,5
BH 3932 RN,Sedan,321,5
BH 0220 JI,Lux,1577,5
BH 8124 WP,SUV,417,7
BH 8851 QN,Lux,1511,5
BH 2912 BJ,Micro,278,2
BH 0305 FG,SUV,658,7
BH 3401 OC,Lux,1524,5
BH 3143 PA,Sedan,435,5
BH 7731 GP,Micro,220,2
BH 8415 AU,Sedan,357,5
BH 3996 NF,SUV,485,7
BH 3908 HX,Micro,202,2
BH 7578 YF,Mini,346,4
BH 1735 BK,Sedan,361,5
BH 3993 MX,SUV,536,7
BH 1561 WM,Mini,276,4
BH 8673 OE,Mini,346,4
BH 5153 LE,Micro,228,2
BH 1597 BK,Micro,164,2
BH 6966 AK,Micro,298,2
BH 8934 IB,SUV,756,7
BH 7714 JB,Sedan,403,5
BH 8655 LS,Lux,1093,5
BH 0543 PM,Mini,282,4
BH 2736 CB,Mini,331,4
BH 5452 EC,SUV,407,7
BH 7683 AO,Sedan,318,5
BH 8389 CU,Lux,1391,5
BH 5079 UQ,SUV,717,7
BH 3935 UB,Lux,1535,5
BH 5716 AM,SUV,557,7
BH 2683 WX,SUV,740,7
BH 9596 VR,SUV,718,7
BH 8427 SM,SUV,659,7
BH 1151 OD,Mini,356,4
BH 7620 ZE,Mini,339,4
BH 7740 SE,Lux,1425,5
BH 5540 VE,Mini,223,4
BH 1176 YH,Mini,355,4
BH 2053 FF,Sedan,471,5
BH 8655 RI,SUV,408,7
BH 4723 EW,Micro,265,2
BH 3197 XT,Micro,196,2
BH 4866 FV,Mini,267,4
BH 8141 TN,Mini,301,4
BH 4968 QM,Lux,1500,5
BH 0629 UJ,Sedan,316,5
BH 1445 MC,SUV,697,7
BH 0031 KB,Sedan,340,5
BH 3387 EW,Mini,384,4
BH 8029 DE,Mini,240,4
BH 3417 PQ,SUV,546,7
BH 5288 LN,SUV,688,7
BH 5644 GG,Lux,1213,5
BH 8795 BM,Mini,300,4
BH 3088 XA,Sedan,406,5
BH 2388 DC,Sedan,342,5
BH 9856 JG,Mini,287,4
BH 0103 SR,SUV,530,7
BH 2334 CE,SUV,640,7
BH 6030 NA,Mini,229,4
BH 5118 NR,Micro,290,2
BH 7436 JR,SUV,776,7
BH 5569 FI,Mini,246,4
BH 2233 FI,Mini,350,4
BH 0339 FG,Micro,202,2
BH 9031 UX,SUV,431,7
BH 9979 HL,SUV,415,7
BH 8928 IU,Lux,1501,5
BH 5560 XA,SUV,433,7
BH 0916 SK,Lux,1306,5
BH 4202 NQ,Micro,271,2
BH 3407 TW,Sedan,499,5
BH 7409 VO,Lux,934,5
BH 1596 WM,Sedan,434,5
BH 6897 FX,Sedan,385,5
BH 3511 GI,Mini,362,4
BH 6956 VL,Micro,254,2
BH 9266 DC,Mini,327,4
BH 9987 YL,Sedan,500,5
BH 8610 PJ,SUV,557,7
BH 3459 OD,Mini,294,4
BH 1495 CZ,SUV,426,7
BH 4594 TJ,Micro,281,2
BH 3411 KF,Micro,216,2
BH 2676 SQ,Lux,1394,5
BH 7411 CL,Mini,310,4
BH 4059 FW,Micro,235,2
BH 3271 WX,Lux,1250,5
BH 0961 GY,Sedan,353,5
BH 8391 IO,Mini,272,4
BH 8992 CR,Sedan,342,5
BH 0223 UZ,Micro,201,2
BH 4458 ZL,SUV,486,7
BH 4259 LY,Sedan,340,5
BH 8994 TM,Sedan,448,5
BH 6123 RV,Mini,292,4
BH 3823 QU,Micro,229,2
BH 5063 YS,Sedan,368,5
BH 5465 PO,Sedan,481,5
BH 5033 CQ,Lux,1088,5
BH 2254 KO,Micro,278,2
BH 8096 JM,Mini,296,4
BH 8297 YX,Mini,391,4
BH 4441 WO,Lux,1550,5
BH 8159 SA,Micro,252,2
BH 2674 CF,Micro,179,2
BH 2011 VJ,SUV,706,7
BH 9717 WA,Sedan,390,5
BH 2693 BV,Sedan,346,5
BH 0036 DT,Micro,247,2
BH 9037 LX,SUV,633,7
BH 5562 MA,SUV,775,7
BH 8101 AB,SUV,754,7
BH 4636 OM,Sedan,482,5
BH 6512 OR,Mini,354,4
BH 7640 TZ,Mini,380,4
BH 9163 WO,Sedan,401,5
BH 0269 AV,Micro,278,2
BH 8997 XO,Lux,1013,5
BH 6406 OP,SUV,602,7
BH 4858 UL,Mini,209,4
BH 0277 AS,SUV,511,7
BH 6103 UA,Micro,195,2
BH 2483 QI,Lux,1398,5
BH 8721 BK,Sedan,420,5
BH 9113 XO,Lux,1520,5
BH 6060 HW,Micro,162,2
BH 0086 NZ,Mini,202,4
BH 8668 EO,SUV,600,7
BH 3765 XE,Lux,1202,5
BH 6366 MY,SUV,744,7
BH 7368 UH,Lux,1004,5
BH 4079 YR,Micro,266,2
BH 0195 SM,Mini,271,4
BH 2901 DI,Mini,369,4
BH 1597 DG,Micro,154,2
BH 4521 JH,SUV,799,7
BH 2939 OR,Lux,896,5
BH 2300 RF,Mini,400,4
BH 6959 WU,Micro,274,2
BH 9078 MJ,SUV,501,7
BH 5047 AX,Micro,280,2
BH 7824 QC,Lux,1322,5
BH 3879 BI,Lux,1252,5
BH 7541 FM,Sedan,328,5
BH 1075 BM,SUV,444,7
BH 7622 WW,Mini,250,4
BH 9180 IF,SUV,755,7
BH 9212 LW,Micro,166,2
BH 8882 RG,Micro,184,2
BH 7845 XU,Micro,253,2
BH 1519 CW,Mini,365,4
BH 9430 BS,Lux,998,5
BH 6083 XM,Mini,279,4
BH 2775 BH,Lux,1044,5
BH 7138 BJ,Mini,390,4
BH 2397 PE,Mini,375,4
BH 7217 VB,SUV,785,7
BH 3172 ZQ,Lux,1587,5
BH 0768 ZE,Micro,174,2
BH 7993 MO,Lux,828,5
BH 9833 PZ,Lux,1323,5
BH 7296 XT,Micro,248,2
BH 7051 ZL,SUV,469,7
BH 6083 SJ,Micro,267,2
BH 8723 GB,Micro,180,2
BH 4681 QT,Mini,381,4
BH 4579 VP,Sedan,385,5
BH 7742 KL,Sedan,478,5
BH 0984 UZ,Lux,1363,5
BH 9397 WK,Lux,1200,5
BH 8571 QH,Micro,265,2
BH 7055 OU,Lux,1537,5
BH 5988 AG,Sedan,404,5
BH 6147 EX,Lux,1206,5
BH 5103 IQ,Sedan,413,5
BH 0783 HD,Sedan,470,5
BH 7981 ZJ,SUV,478,7
BH 2949 JT,Mini,280,4
BH 7125 YQ,SUV,507,7
BH 6414 VK,Micro,266,2
BH 8582 KP,SUV,713,7
BH 7754 ME,SUV,670,7
BH 2759 TU,Mini,339,4
BH 4778 GD,Mini,312,4
BH 8701 OA,Micro,193,2
BH 4572 NA,Micro,285,2
BH 7814 GJ,Lux,1043,5
BH 8228 DL,Lux,1359,5
BH 3498 YA,SUV,561,7
BH 8811 BT,Mini,339,4
BH 1215 UC,Micro,233,2
BH 4794 EZ,Micro,159,2
BH 8914 EJ,Micro,255,2
BH 6911 WG,Lux,1102,5
BH 8256 QA,Micro,198,2
BH 6014 BV,SUV,458,7
BH 2072 PZ,SUV,791,7
BH 3414 YW,Micro,165,2
BH 7525 GR,Micro,210,2
BH 2233 AM,Micro,174,2
BH 8849 AV,Sedan,487,5
BH 8112 CY,Sedan,313,5
BH 4241 VV,Lux,1250,5
BH 4076 EV,Sedan,423,5
BH 5378 OK,Mini,395,4
BH 0802 ZS,Mini,322,4
BH 9208 LQ,Sedan,379,5
BH 4990 BL,Mini,323,4
BH 2913 YY,SUV,475,7
BH 7232 FS,Sedan,474,5
BH 3101 GF,Mini,356,4
BH 4650 VZ,Lux,897,5
BH 8458 WN,Sedan,385,5
BH 7399 WW,Mini,217,4
BH 4263 JU,Sedan,376,5
BH 6754 BK,Mini,243,4
BH 8505 KD,Sedan,349,5
BH 3692 LG,Lux,1181,5
BH 2861 WJ,Micro,204,2
BH 2990 QD,Mini,217,4
BH 4056 GX,Mini,207,4
BH 9011 NM,Mini,334,4
BH 6585 DX,Lux,1143,5
BH 3175 II,Mini,300,4
BH 7070 HB,Lux,1252,5
BH 3774 PW,Mini,322,4
BH 1574 YW,Mini,328,4
BH 2301 QC,Micro,294,2
BH 5049 II,Lux,1516,5
BH 2687 UZ,Sedan,446,5
BH 8867 JN,Mini,304,4
BH 3208 AJ,Mini,251,4
BH 3922 ZU,Lux,1037,5
BH 8883 GP,Micro,224,2
BH 3519 ST,Sedan,482,5
BH 9188 HP,Mini,340,4
BH 8484 OT,Lux,946,5
BH 0153 SF,SUV,693,7
BH 4260 BD,Sedan,495,5
BH 7580 BN,Mini,236,4
BH 3404 TI,Micro,220,2
BH 3584 MX,Lux,1239,5
BH 4831 BK,Micro,261,2
BH 3881 YF,Sedan,417,5
BH 1880 YZ,Sedan,475,5
BH 8631 MM,Sedan,373,5
BH 4482 JA,Lux,1236,5
BH 9373 XQ,Mini,208,4
BH 5817 UG,Lux,1241,5
BH 3272 IX,Sedan,336,5
BH 6654 ZH,Micro,268,2
BH 0412 AR,Lux,1414,5
BH 3744 KG,Lux,1335,5
BH 6569 WN,Micro,236,2
BH 9029 ZR,Micro,258,2
BH 6247 TS,Sedan,343,5
BH 9157 BG,Sedan,437,5
BH 8670 ZI,Micro,179,2
BH 8239 XP,Sedan,322,5
BH 8235 AJ,Mini,225,4
BH 5461 NM,Sedan,451,5
BH 0337 CU,Micro,278,2
BH 0366 WE,Mini,273,4
BH 5679 XX,Lux,1119,5
BH 0958 JJ,Mini,391,4
BH 3030 JF,Mini,360,4
BH 1008 AA,SUV,659,7
BH 1225 QH,SUV,777,7
BH 6623 FQ,Mini,356,4
BH 2843 IV,SUV,671,7
BH 1018 CD,Lux,1325,5
BH 6494 KO,Micro,166,2
BH 8553 TI,SUV,461,7
BH 5786 JR,Mini,221,4
BH 7452 HJ,Sedan,412,5
BH 0655 ML,Sedan,311,5
BH 8239 SL,Mini,382,4
BH 7142 PI,Micro,289,2
BH 9752 DA,Mini,394,4
BH 0549 CJ,Lux,1309,5
BH 4028 DS,Mini,272,4
BH 6369 RX,Lux,1117,5
BH 4340 RG,Mini,383,4
BH 3721 UY,Micro,198,2
BH 3072 QK,Micro,276,2
BH 8277 KC,Lux,1296,5
BH 8652 GH,SUV,786,7
BH 6938 MH,Lux,1100,5
BH 4757 KD,SUV,465,7
BH 2838 IJ,Lux,1023,5
BH 1576 FV,Mini,320,4
BH 8800 VU,Lux,922,5
BH 5700 TF,Lux,1326,5
BH 3965 QU,Micro,259,2
BH 1553 PO,Sedan,444,5
BH 9067 RY,Micro,161,2
BH 7361 OG,Sedan,479,5
BH 9083 GH,Mini,236,4
BH 9010 LS,Lux,1471,5
BH 4016 IL,SUV,460,7
BH 4141 JI,Mini,390,4
BH 7562 SL,Micro,167,2
BH 9614 VV,Micro,168,2
BH 0038 KF,Lux,1565,5
BH 9989 GH,Mini,326,4
BH 7792 FN,Sedan,446,5
BH 7805 SG,Sedan,383,5
BH 2092 KJ,Mini,345,4
BH 9848 RA,Sedan,318,5
BH 4485 SW,Micro,247,2
BH 0795 ZH,SUV,785,7
BH 5623 WK,Micro,202,2
BH 9530 HS,Micro,169,2
BH 0834 PJ,Mini,327,4
BH 6316 MQ,SUV,413,7
BH 2071 QV,Lux,1081,5
BH 7537 MH,Sedan,449,5
BH 9659 PP,Micro,282,2
BH 2150 FH,Sedan,422,5
BH 5145 DQ,Sedan,429,5
BH 2194 YF,Sedan,387,5
BH 5729 SR,Lux,885,5
BH 2882 HG,SUV,409,7
BH 7695 BM,Micro,169,2
BH 8409 WX,SUV,500,7
BH 4132 IN,Lux,855,5
BH 0845 YF,Mini,216,4
BH 8907 QM,SUV,441,7
BH 0453 QJ,Mini,331,4
BH 6994 HK,Lux,821,5
BH 9285 RS,Micro,242,2
BH 5043 LB,Lux,966,5
BH 1167 NF,SUV,407,7
BH 7997 SK,Lux,1436,5
BH 9388 JU,Micro,223,2
BH 1998 SY,Lux,1028,5
BH 4379 ED,Mini,291,4
BH 3535 FN,Sedan,346,5
BH 2715 EG,Lux,1127,5
BH 2203 QJ,Sedan,310,5
BH 1946 WW,SUV,771,7
BH 3146 DR,Mini,370,4
BH 0716 EF,Mini,382,4
BH 7178 YQ,Mini,356,4
BH 4061 OU,Micro,196,2
BH 8015 UP,Sedan,339,5
BH 1540 DI,Sedan,427,5
BH 0276 WD,Lux,1004,5
BH 0099 US,Mini,295,4
BH 3670 UP,Mini,224,4
BH 9168 AT,SUV,595,7
BH 6872 WE,Sedan,395,5
BH 5093 RE,Sedan,412,5
BH 0052 RF,Sedan,361,5
BH 8824 YK,Micro,189,2
BH 0949 DT,Mini,353,4
BH 8613 KB,Mini,244,4
BH 7848 US,Micro,261,2
BH 1955 YV,Mini,257,4
BH 8690 NZ,Mini,242,4
BH 9303 OH,SUV,531,7
BH 4351 FE,Lux,802,5
BH 0723 UB,SUV,760,7
BH 8652 HQ,Micro,205,2
BH 4405 OQ,Micro,170,2
BH 9640 BO,Sedan,445,5
BH 7276 LN,Lux,838,5
BH 8591 LO,Micro,180,2
BH 1036 LB,Mini,299,4
BH 1927 EL,Mini,347,4
BH 5924 IN,Lux,1526,5
BH 4651 GD,Mini,364,4
BH 5504 YX,Lux,1420,5
BH 3774 YC,Lux,919,5
BH 6193 VD,Mini,365,4
BH 0813 UN,Mini,387,4
BH 4495 AX,Mini,222,4
BH 1186 IC,Micro,192,2
BH 1182 GQ,Sedan,346,5
BH 1186 ZB,Micro,209,2
BH 6669 IJ,SUV,761,7
BH 9532 SA,Mini,303,4
BH 5061 ZD,Micro,192,2
BH 1050 VP,SUV,442,7
BH 7572 IH,Mini,308,4
BH 2684 QH,Sedan,335,5
BH 3499 RS,Sedan,432,5
BH 2979 CP,Micro,167,2
BH 0265 UM,Micro,224,2
BH 7428 DS,Micro,276,2
BH 4576 OO,Micro,297,2
