Bus_ID,Bus_Name,Bus_Number_Plate,Bus_Color,Bus_Brand,Class,Departure_Time,Arrival_Time,Duration,Price,Origin_ID,Destination_ID,Capacity
8048,Vidisha Bus Stand - Darjeeling Bus Stop,BH 8743 XF,Grey,VOLVO BUSES,Non AC Executive,2023-10-09 05:28:22,2023-10-09 14:24:22,536,778,94,391,54
8049,Hoshiarpur Bus Station - Jaipur Central Bus Station,BH 2592 FU,Black,BYD COMPANY LTD,Non AC Executive,2023-09-30 14:57:28,2023-09-30 23:48:28,531,852,306,61,48
8050,Sitamarhi Bus Stop - Pasighat Bus Terminal,BH 0396 IU,Yellow,BYD COMPANY LTD,Non AC Sleeper,2023-10-20 04:36:01,2023-10-20 14:01:01,565,338,220,414,31
8051,Puri Bus Terminal - Sagar Bus Depot,BH 9691 UM,Pink,MERCEDES BENZ,Non AC Sleeper,2023-09-13 04:27:07,2023-09-13 16:15:07,708,449,458,86,43
8052,Bhiwani Stand - Spiti Bus Stop,BH 3974 VY,Black,BYD COMPANY LTD,Non AC Executive,2023-10-12 20:04:13,2023-10-13 06:24:13,620,824,32,174,48
8053,Sikar Road Junction - Pali Bus Stand,BH 6358 HV,Yellow,ASHOK LEYLAND,AC Executive,2023-09-07 05:02:01,2023-09-07 16:12:01,670,1015,68,54,52
8054,Shahjahanpur Depot - Pali Bus Stand,BH 0691 SQ,White,FORCE MOTORS,AC Sleeper,2023-10-21 18:16:32,2023-10-22 04:16:32,600,682,115,54,45
8055,Porbandar Bus Stand - Kalyani Bus Stand,BH 6892 KV,Grey,EICHER MOTORS,AC Executive,2023-10-05 04:05:01,2023-10-05 14:03:01,598,1280,291,392,50
8056,Nanded Bus Stand - Wardha Bus Station,BH 4912 BB,Purple,BLUE BIRD CORPORATION,AC Sleeper,2023-10-11 10:19:28,2023-10-11 21:40:28,681,687,194,199,46
8057,Kishtwar Bus Terminal - Ambassa Bus Stand,BH 2126 WV,Green,FORCE MOTORS,Non AC Sleeper,2023-10-08 15:29:34,2023-10-09 03:09:34,700,360,153,423,52
8058,Satna Bus Stop - Kishtwar Bus Terminal,BH 6688 NI,Purple,SOLARIS,AC Executive,2023-09-18 14:19:13,2023-09-19 01:20:13,661,1408,88,153,43
8059,Machilipatnam Bus Stand - Thiruvananthapuram Central Bus Station,BH 4256 RW,Brown,EICHER MOTORS,AC Sleeper,2023-10-11 21:19:39,2023-10-12 09:03:39,704,509,355,261,46
8060,Gyalshing Bus Stand - Chitkul Bus Stop,BH 5912 WP,White,MERCEDES BENZ,AC Sleeper,2023-09-09 04:48:30,2023-09-09 16:46:30,718,698,364,178,47
8061,Nanded Bus Stand - Balod Bus Terminal,BH 1444 YB,Green,TATA MOTORS,Non AC Executive,2023-10-25 14:35:48,2023-10-25 23:23:48,528,947,194,454,53
8062,Sambalpur Bus Station - Bhilwara Bus Depot,BH 5312 CE,Yellow,FORCE MOTORS,AC Sleeper,2023-10-10 16:47:36,2023-10-11 01:51:36,544,536,460,52,42
8063,Nagaur Terminal - Rohtak Bus Terminal,BH 2486 XF,Pink,BLUE BIRD CORPORATION,Non AC Sleeper,2023-09-29 17:38:29,2023-09-30 02:31:29,533,404,60,22,40
8064,Rangpo Bus Terminal - Moga Bus Depot,BH 5586 BD,Yellow,EICHER MOTORS,AC Executive,2023-09-30 15:40:43,2023-10-01 02:10:43,630,1179,365,308,37
8065,Mahasamund Bus Depot - Chittorgarh Stand,BH 8569 ES,Black,BLUE BIRD CORPORATION,AC Executive,2023-10-06 15:07:33,2023-10-07 00:05:33,538,1402,447,51,54
8066,Korba Bus Station - Barnala Bus Terminal,BH 0835 PN,Pink,MAHINDRA & MAHINDRA,AC Executive,2023-10-28 01:09:40,2023-10-28 13:04:40,715,1060,443,312,55
8067,Sawai Madhopur Junction - Siliguri Tenzing Norgay Bus Terminus,BH 2461 AA,Brown,FORCE MOTORS,Non AC Executive,2023-10-11 01:56:14,2023-10-11 11:33:14,577,775,53,375,32
8068,Guntur Bus Stand - Kakching Bus Stand,BH 1965 NP,Purple,FORCE MOTORS,AC Executive,2023-10-06 18:41:49,2023-10-07 03:32:49,531,1143,344,416,54
8069,Hoshangabad Bus Stand - Kolad Bus Stop,BH 8683 BZ,White,MERCEDES BENZ,AC Executive,2023-09-30 22:26:53,2023-10-01 09:31:53,665,1369,91,195,40
8070,Serchhip Bus Station - Ranchi Inter-State Bus Terminal,BH 4502 PE,Yellow,MAHINDRA & MAHINDRA,AC Sleeper,2023-10-19 09:47:33,2023-10-19 21:03:33,676,581,370,241,34
8071,Nanded Bus Stand - Cooch Behar Bus Station,BH 5873 YY,Yellow,FORCE MOTORS,AC Sleeper,2023-09-12 06:57:14,2023-09-12 17:36:14,639,639,194,387,42
8072,Kadapa Bus Stand - Ujjain Bus Stand,BH 7036 LO,Black,ASHOK LEYLAND,Non AC Executive,2023-10-17 02:25:38,2023-10-17 11:48:38,563,766,349,85,54
8073,Leh Bus Stand - Surendranagar Bus Depot,BH 5698 YR,Yellow,EICHER MOTORS,Non AC Executive,2023-10-05 23:16:33,2023-10-06 07:31:33,495,826,154,294,47
8074,Panipat Bus Station - Samba Bus Stop,BH 4027 WL,Brown,MAHINDRA & MAHINDRA,AC Executive,2023-09-08 23:25:35,2023-09-09 10:31:35,666,1115,25,158,51
8075,Hoshiarpur Bus Station - Tawang Bus Stand,BH 6450 AM,Yellow,MAHINDRA & MAHINDRA,AC Executive,2023-10-18 01:29:22,2023-10-18 13:04:22,695,1195,306,411,55
8076,Alipurduar Bus Stop - Botad Bus Stand,BH 6531 KM,White,FORCE MOTORS,Non AC Executive,2023-10-14 08:41:49,2023-10-14 19:33:49,652,980,388,300,50
8077,Mandi Bus Station - Kashmiri Gate,BH 2011 YC,Green,VOLVO BUSES,AC Sleeper,2023-10-04 15:46:48,2023-10-05 03:02:48,676,615,165,4,51
8078,Shivpuri Bus Station - Godda Bus Stand,BH 1340 IF,Grey,EICHER MOTORS,AC Sleeper,2023-10-21 23:44:09,2023-10-22 10:57:09,673,611,92,259,55
8079,Kakinada Bus Depot - Mamit Bus Terminal,BH 4484 HG,Pink,BLUE BIRD CORPORATION,AC Sleeper,2023-09-28 10:54:35,2023-09-28 22:00:35,666,516,348,372,31
8080,Suryapet Bus Stand - Bhimpore Bus Stop,BH 2409 UD,Yellow,ASHOK LEYLAND,AC Executive,2023-09-07 19:28:24,2023-09-08 03:30:24,482,1349,336,434,55
8081,Bomdila Bus Station - Wokha Bus Stand,BH 5349 QY,Black,MAHINDRA & MAHINDRA,Non AC Sleeper,2023-10-04 01:06:48,2023-10-04 09:44:48,518,472,412,407,47
8082,Kota Bus Stand - Medak Bus Terminal,BH 1673 XF,Pink,MERCEDES BENZ,AC Sleeper,2023-09-27 02:08:16,2023-09-27 14:04:16,716,675,65,332,44
8083,Nagpur Central Bus Station - Raigad Bus Stop,BH 4337 NK,Grey,ASHOK LEYLAND,Non AC Executive,2023-10-01 23:20:04,2023-10-02 09:16:04,596,947,183,200,45
8084,Jodhpur Bus Stand - Kochi Vyttila Mobility Hub,BH 0638 EH,Blue,FORCE MOTORS,AC Executive,2023-09-07 03:42:03,2023-09-07 14:32:03,650,1495,62,262,45
8085,Raigarh Bus Stand - Imphal Interstate Bus Terminal,BH 1360 CW,Red,BLUE BIRD CORPORATION,AC Executive,2023-10-06 17:57:38,2023-10-07 04:28:38,631,1000,442,415,53
8086,Rayagada Bus Stop - Moradabad Bus Depot,BH 8351 CM,Pink,SOLARIS,AC Sleeper,2023-10-08 18:19:15,2023-10-09 02:28:15,489,651,467,110,30
8087,Deoghar Bus Stand - Pune Swargate Bus Stand,BH 2373 TJ,Grey,BYD COMPANY LTD,Non AC Sleeper,2023-09-25 23:44:09,2023-09-26 10:58:09,674,361,246,182,49
8088,Dungarpur Bus Stop - Alappuzha Bus Stand,BH 1519 IU,Purple,ASHOK LEYLAND,Non AC Sleeper,2023-09-27 23:12:51,2023-09-28 11:06:51,714,280,49,266,40
8089,Panipat Bus Station - Lunglei Bus Terminal,BH 6764 PM,Yellow,FORCE MOTORS,Non AC Sleeper,2023-09-24 23:31:52,2023-09-25 09:44:52,613,491,25,368,55
8090,Cooch Behar Bus Station - Patiala Bus Terminal,BH 1506 DP,Pink,SOLARIS,Non AC Executive,2023-09-14 03:29:52,2023-09-14 12:19:52,530,845,387,304,31
8091,Hubballi Bus Terminal - Mahabubnagar Bus Station,BH 9526 DI,Purple,TATA MOTORS,AC Executive,2023-09-07 01:40:35,2023-09-07 13:19:35,699,1060,223,329,54
8092,Chandni Chowk - Saharsa Bus Stop,BH 6484 LC,White,BLUE BIRD CORPORATION,Non AC Executive,2023-09-15 16:30:24,2023-09-16 03:51:24,681,918,18,208,46
8093,Jamui Bus Stop - Buxar Bus Stand,BH 2877 LS,Yellow,VOLVO BUSES,Non AC Sleeper,2023-10-14 06:48:33,2023-10-14 17:45:33,657,468,216,217,46
8094,Surendranagar Bus Depot - Indore Sarwate Bus Stand,BH 3252 YY,Red,BYD COMPANY LTD,AC Sleeper,2023-09-23 18:32:32,2023-09-24 04:47:32,615,634,294,82,41
8095,Alappuzha Bus Stand - Ambassa Bus Stand,BH 8581 NY,Grey,FORCE MOTORS,AC Executive,2023-09-19 08:31:08,2023-09-19 18:52:08,621,1262,266,423,34
8096,Bhiwani Stand - Koderma Bus Depot,BH 7884 NY,Green,MERCEDES BENZ,Non AC Sleeper,2023-09-05 16:58:13,2023-09-06 03:08:13,610,335,32,260,42
8097,Jamshedpur Bus Stand - Ujjain Bus Stand,BH 8343 LM,Blue,ASHOK LEYLAND,AC Sleeper,2023-09-10 06:29:36,2023-09-10 17:56:36,687,662,242,85,41
8098,Imphal Interstate Bus Terminal - Samba Bus Stop,BH 0727 FI,Black,VOLVO BUSES,Non AC Executive,2023-10-22 17:59:24,2023-10-23 05:23:24,684,936,415,158,47
8099,Gandhinagar Bus Depot - Bhaderwah Bus Stand,BH 2142 LT,Purple,SOLARIS,Non AC Executive,2023-10-07 13:49:28,2023-10-07 22:20:28,511,818,288,156,30
8100,Jamnagar Bus Terminus - Canacona Bus Stand,BH 1621 UY,Black,BYD COMPANY LTD,Non AC Executive,2023-09-01 00:29:58,2023-09-01 11:07:58,638,910,286,401,36
8101,Shahjahanpur Depot - Kottayam Bus Station,BH 9683 JF,Green,VOLVO BUSES,Non AC Executive,2023-10-12 22:00:27,2023-10-13 06:53:27,533,796,115,268,35
8102,Agra ISBT - Vadodara Central Bus Terminal,BH 9202 MS,Black,BLUE BIRD CORPORATION,Non AC Sleeper,2023-10-21 09:28:32,2023-10-21 21:16:32,708,348,104,283,51
8103,Udupi Bus Stop - Kalaburagi Bus Station,BH 2605 BS,Pink,BYD COMPANY LTD,AC Sleeper,2023-10-19 21:32:00,2023-10-20 06:51:00,559,735,233,227,53
8104,Kollam KSRTC Bus Stand - Cuddalore Bus Stand,BH 2016 AK,Grey,BLUE BIRD CORPORATION,Non AC Sleeper,2023-10-29 12:15:40,2023-10-29 21:29:40,554,465,265,134,42
8105,Palanpur Bus Station - Erode Bus Terminus,BH 2964 VN,White,MERCEDES BENZ,Non AC Executive,2023-09-17 05:39:06,2023-09-17 15:55:06,616,762,297,129,55
8106,Chitradurga Bus Stand - Adilabad Bus Stand,BH 7030 XG,Blue,VOLVO BUSES,Non AC Executive,2023-10-02 14:17:55,2023-10-02 23:50:55,573,957,239,331,32
8107,Pali Bus Stand - Imphal Interstate Bus Terminal,BH 4717 XB,Yellow,TATA MOTORS,Non AC Executive,2023-09-15 08:17:36,2023-09-15 17:02:36,525,806,74,415,35
8108,Sirmaur Bus Stand - Eluru Bus Complex,BH 0376 EV,Yellow,MERCEDES BENZ,AC Sleeper,2023-10-13 17:26:45,2023-10-14 04:21:45,655,669,172,352,41
8109,Joginder Nagar Bus Depot - Kollam KSRTC Bus Stand,BH 4983 TL,Pink,MAHINDRA & MAHINDRA,AC Sleeper,2023-10-19 13:01:31,2023-10-19 23:06:31,605,630,180,265,47
8110,Kadapa Bus Stand - Bharatpur Bus Station,BH 9995 TX,Pink,BYD COMPANY LTD,Non AC Sleeper,2023-10-25 19:40:56,2023-10-26 04:42:56,542,298,349,75,41
8111,Dhule Bus Station - Kakinada Bus Depot,BH 5311 PX,Grey,TATA MOTORS,Non AC Sleeper,2023-09-23 07:04:11,2023-09-23 17:22:11,618,494,192,348,48
8112,Firozabad Stand - Namakkal Bus Terminus,BH 7899 TB,Blue,MERCEDES BENZ,AC Executive,2023-09-01 00:19:33,2023-09-01 08:51:33,512,1145,112,138,52
8113,Davangere Bus Terminus - Bemetara Bus Stand,BH 7779 PX,Grey,ASHOK LEYLAND,AC Executive,2023-09-16 10:26:17,2023-09-16 19:05:17,519,1472,228,453,51
8114,Udaipur Bus Terminal - Mayur Vihar,BH 5228 WZ,White,SOLARIS,Non AC Executive,2023-09-07 20:03:31,2023-09-08 04:47:31,524,806,422,16,46
8115,Rampur Bus Stand - Thiruvananthapuram Central Bus Station,BH 1680 KZ,Yellow,TATA MOTORS,AC Sleeper,2023-10-19 21:03:31,2023-10-20 07:15:31,612,556,179,261,52
8116,Berhampur Bus Stand - Anantapur Bus Station,BH 1516 WK,Pink,EICHER MOTORS,AC Executive,2023-10-24 12:45:34,2023-10-24 23:01:34,616,1012,459,350,48
8117,Jagraon Bus Stand - Khunti Bus Stand,BH 1774 GB,Green,MERCEDES BENZ,Non AC Executive,2023-10-17 12:41:41,2023-10-17 20:52:41,491,771,318,255,39
8118,Tohana Stand - Vadodara Central Bus Terminal,BH 1585 ZD,Red,VOLVO BUSES,Non AC Executive,2023-09-29 12:36:22,2023-09-29 21:34:22,538,838,40,283,53
8119,Srinagar Central Bus Station - Kota Bus Stand,BH 9683 KD,Blue,TATA MOTORS,AC Executive,2023-09-13 14:35:41,2023-09-14 02:00:41,685,1184,142,45,54
8120,Rajouri Bus Depot - Ujjain Bus Stand,BH 1856 IB,Green,BYD COMPANY LTD,AC Executive,2023-10-18 13:31:58,2023-10-18 23:28:58,597,1189,150,85,45
8121,Singtam Bus Stop - Nizamabad Bus Depot,BH 6365 BG,Blue,MERCEDES BENZ,AC Executive,2023-09-10 09:53:12,2023-09-10 21:12:12,679,1026,366,324,54
8122,Ara Bus Terminus - Patiala Bus Terminal,BH 1013 LS,Grey,SOLARIS,AC Executive,2023-09-13 20:55:06,2023-09-14 05:51:06,536,1186,207,304,53
8123,Bhadrachalam Bus Depot - Balurghat Bus Stop,BH 7439 YP,White,TATA MOTORS,Non AC Executive,2023-10-16 03:59:38,2023-10-16 15:07:38,668,852,335,384,35
8124,Thoothukudi New Bus Stand - Itanagar Bus Stand,BH 3206 LJ,Black,MERCEDES BENZ,AC Executive,2023-10-07 06:03:04,2023-10-07 16:54:04,651,1367,130,409,41
8125,Bikaner Bus Station - Hamirpur Bus Terminus,BH 4256 HN,Black,SOLARIS,Non AC Sleeper,2023-09-12 23:03:36,2023-09-13 10:10:36,667,297,66,177,39
8126,Mokokchung Bus Stand - Kurnool Bus Station,BH 5370 YP,Grey,MERCEDES BENZ,AC Executive,2023-10-03 20:46:41,2023-10-04 05:11:41,505,1199,405,346,36
8127,Singtam Bus Stop - Manali Bus Stand,BH 4080 PJ,Blue,BYD COMPANY LTD,AC Executive,2023-10-05 11:39:41,2023-10-05 21:59:41,620,1014,366,162,50
8128,Visakhapatnam RTC Complex - Machilipatnam Bus Stand,BH 9417 HJ,Purple,MERCEDES BENZ,AC Sleeper,2023-10-16 01:20:54,2023-10-16 12:45:54,685,507,341,355,51
8129,Dhamtari Bus Stand - Jalpaiguri Bus Depot,BH 1738 XY,Purple,BLUE BIRD CORPORATION,AC Executive,2023-09-27 09:37:40,2023-09-27 17:50:40,493,1152,450,386,31
8130,Kota Bus Stand - Spiti Bus Stop,BH 6711 HD,Brown,MAHINDRA & MAHINDRA,AC Executive,2023-10-24 22:43:04,2023-10-25 09:34:04,651,1113,65,174,52
8131,Bishnupur Bus Terminal - Mayur Vihar,BH 6463 UF,Green,BYD COMPANY LTD,AC Sleeper,2023-10-11 12:40:06,2023-10-11 22:42:06,602,568,417,16,43
8132,Bharatpur Bus Station - Kalaburagi Bus Station,BH 5511 RU,Black,TATA MOTORS,AC Sleeper,2023-09-17 02:51:43,2023-09-17 13:22:43,631,624,55,227,50
8133,Anand Bus Stop - Gulbarga Bus Stand,BH 2708 SX,Brown,VOLVO BUSES,AC Sleeper,2023-10-28 04:48:48,2023-10-28 15:52:48,664,621,289,232,34
8134,Gangtok Bus Stand - Nalgonda Bus Stand,BH 0148 YA,Green,BLUE BIRD CORPORATION,AC Sleeper,2023-10-07 09:00:06,2023-10-07 19:51:06,651,660,361,328,48
8135,Nandyal Bus Terminal - Dindigul New Bus Stand,BH 5287 MG,Grey,VOLVO BUSES,AC Sleeper,2023-09-03 15:44:30,2023-09-04 01:45:30,601,657,354,132,33
8136,Kolhapur Bus Stand - Tirupati Central Bus Stand,BH 3995 PV,Blue,BYD COMPANY LTD,Non AC Executive,2023-10-04 09:03:49,2023-10-04 17:18:49,495,883,187,343,41
8137,India Gate - Mandsaur Bus Depot,BH 0588 QV,Grey,MAHINDRA & MAHINDRA,Non AC Sleeper,2023-10-24 13:33:23,2023-10-24 22:45:23,552,418,5,93,30
8138,Alwar Bus Depot - Kota Bus Stand,BH 3038 JB,Green,MAHINDRA & MAHINDRA,Non AC Executive,2023-10-25 02:16:12,2023-10-25 14:16:12,720,960,67,45,37
8139,Jammu Bus Stand - Keonjhar Bus Station,BH 6646 AU,White,MAHINDRA & MAHINDRA,Non AC Sleeper,2023-09-17 15:34:05,2023-09-18 02:07:05,633,315,141,466,51
8140,Sahebganj Bus Stop - Lucknow Charbagh,BH 2448 AA,Black,SOLARIS,Non AC Sleeper,2023-09-30 06:43:29,2023-09-30 14:52:29,489,286,249,101,55
8141,Damoh Bus Stand - Singtam Bus Stop,BH 9460 NP,Yellow,SOLARIS,AC Executive,2023-10-13 20:13:14,2023-10-14 05:09:14,536,1248,89,366,31
8142,Koderma Bus Depot - Karimnagar Bus Station,BH 6580 BE,White,EICHER MOTORS,Non AC Sleeper,2023-09-23 22:43:08,2023-09-24 07:20:08,517,322,260,325,43
8143,Singtam Bus Stop - Katihar Bus Terminal,BH 8979 JJ,Blue,VOLVO BUSES,AC Executive,2023-10-02 16:10:41,2023-10-03 01:25:41,555,1078,366,218,37
8144,Mayabunder Bus Stop - Medak Bus Terminal,BH 2469 ID,Red,BYD COMPANY LTD,AC Sleeper,2023-10-27 23:59:16,2023-10-28 08:41:16,522,622,429,332,53
8145,Korba Bus Station - Bilaspur Bus Depot,BH 5778 EY,Blue,MAHINDRA & MAHINDRA,Non AC Sleeper,2023-10-01 22:29:43,2023-10-02 09:46:43,677,495,443,170,55
8146,Karimnagar Bus Station - Katra Bus Terminus,BH 8285 PX,Red,MAHINDRA & MAHINDRA,Non AC Sleeper,2023-10-27 18:39:06,2023-10-28 04:04:06,565,370,325,157,54
8147,Udaipur Bus Terminal - Patna Gandhi Maidan,BH 0676 FV,White,TATA MOTORS,AC Sleeper,2023-09-29 09:37:19,2023-09-29 19:02:19,565,596,422,201,38
8148,Rangpo Bus Terminal - Kancheepuram Bus Stand,BH 9571 SV,White,ASHOK LEYLAND,Non AC Sleeper,2023-10-10 20:48:05,2023-10-11 06:44:05,596,428,365,136,54
8149,Bikaner Bus Station - Dharwad Bus Stop,BH 3933 AU,Yellow,SOLARIS,Non AC Sleeper,2023-09-28 13:37:14,2023-09-28 23:35:14,598,351,66,238,34
8150,Manali Bus Stand - Hanumangarh Depot,BH 1370 UU,Blue,FORCE MOTORS,AC Executive,2023-10-22 01:11:59,2023-10-22 12:32:59,681,1195,162,77,47
8151,Tuensang Bus Station - Itanagar Bus Stand,BH 2567 HP,Purple,FORCE MOTORS,Non AC Executive,2023-10-07 09:01:50,2023-10-07 20:44:50,703,966,406,409,39
8152,Ballari Bus Stand - Cooch Behar Bus Station,BH 7020 YU,Grey,BLUE BIRD CORPORATION,AC Executive,2023-10-23 03:45:13,2023-10-23 14:44:13,659,1267,226,387,34
8153,Rayagada Bus Stop - Khunti Bus Stand,BH 5563 RC,Blue,BYD COMPANY LTD,AC Executive,2023-09-30 00:19:48,2023-09-30 09:47:48,568,1064,467,255,30
8154,Chitkul Bus Stop - Cuddalore Bus Stand,BH 2617 ZW,Purple,VOLVO BUSES,AC Executive,2023-09-28 23:08:44,2023-09-29 11:08:44,720,1277,178,134,49
8155,Davangere Bus Terminus - Wayanad Bus Depot,BH 8270 YF,Grey,BLUE BIRD CORPORATION,AC Sleeper,2023-09-10 16:10:41,2023-09-11 03:18:41,668,693,228,273,39
8156,Kozhikode Mofussil Bus Stand - Sahebganj Bus Stop,BH 0924 MD,Yellow,SOLARIS,AC Sleeper,2023-10-06 16:26:58,2023-10-07 00:50:58,504,704,263,249,54
8157,Surat Central Bus Depot - Palanpur Bus Station,BH 3139 TR,Green,MERCEDES BENZ,Non AC Sleeper,2023-09-10 06:06:42,2023-09-10 15:32:42,566,351,282,297,50
8158,Kollam KSRTC Bus Stand - Katihar Bus Terminal,BH 8990 NV,Brown,TATA MOTORS,AC Sleeper,2023-09-28 00:29:18,2023-09-28 09:50:18,561,586,265,218,32
8159,Mysuru Central Bus Stand - Mansa Bus Station,BH 9098 RQ,Black,BLUE BIRD CORPORATION,AC Sleeper,2023-09-28 11:32:17,2023-09-28 20:08:17,516,519,222,315,30
8160,Deoghar Bus Stand - Saraikela-Kharsawan Bus Terminal,BH 1987 ZA,Black,EICHER MOTORS,AC Executive,2023-10-02 20:45:57,2023-10-03 06:36:57,591,1371,246,258,32
8161,Secunderabad Bus Station - Kakinada Bus Depot,BH 5877 WF,Brown,SOLARIS,Non AC Executive,2023-09-24 05:33:23,2023-09-24 14:03:23,510,787,322,348,50
8162,Kolhapur Bus Stand - Latehar Bus Stop,BH 0695 OP,Black,VOLVO BUSES,Non AC Sleeper,2023-10-20 22:06:17,2023-10-21 08:35:17,629,274,187,257,49
8163,Bahadurgarh Terminal - Khargone Bus Stand,BH 4919 ZW,Purple,BYD COMPANY LTD,AC Executive,2023-09-05 17:17:37,2023-09-06 03:09:37,592,1382,37,97,49
8164,Balasore Bus Depot - Jodhpur Bus Stand,BH 7715 IK,Purple,SOLARIS,Non AC Sleeper,2023-09-14 12:53:59,2023-09-14 21:19:59,506,317,462,62,54
8165,Baramulla Bus Station - Kolasib Bus Stand,BH 4845 OF,Green,FORCE MOTORS,AC Sleeper,2023-09-23 16:42:48,2023-09-24 02:05:48,563,659,146,371,34
8166,Ballari Bus Stand - Chittorgarh Stand,BH 3147 TN,Blue,ASHOK LEYLAND,AC Sleeper,2023-09-13 10:56:24,2023-09-13 19:14:24,498,742,226,51,41
8167,Kishtwar Bus Terminal - Vellore New Bus Stand,BH 5160 AY,Pink,EICHER MOTORS,AC Executive,2023-10-29 07:10:19,2023-10-29 15:53:19,523,1388,153,128,40
8168,Haldia Bus Terminal - Kasaragod Bus Stand,BH 0479 MI,Pink,VOLVO BUSES,Non AC Sleeper,2023-09-25 22:49:24,2023-09-26 08:48:24,599,261,379,270,51
8169,Karol Bagh - Barmer Terminal,BH 8389 IX,Pink,ASHOK LEYLAND,Non AC Sleeper,2023-09-06 06:24:43,2023-09-06 18:00:43,696,464,8,70,36
8170,Hansi Bus Stand - Karimnagar Bus Station,BH 8139 TR,Yellow,MERCEDES BENZ,Non AC Executive,2023-10-11 23:09:11,2023-10-12 09:56:11,647,832,38,325,43
8171,Chittoor Bus Station - Rangat Bus Terminal,BH 9662 TU,Pink,MERCEDES BENZ,Non AC Executive,2023-10-19 13:52:37,2023-10-19 22:55:37,543,816,356,430,38
8172,Rajnandgaon Bus Stop - Pali Bus Stand,BH 4497 UT,Blue,MERCEDES BENZ,AC Sleeper,2023-09-18 01:09:27,2023-09-18 13:01:27,712,567,446,74,52
8173,Kalaburagi Bus Station - Jamtara Bus Station,BH 0705 WE,Green,VOLVO BUSES,AC Sleeper,2023-10-16 08:16:19,2023-10-16 17:57:19,581,641,227,251,51
8174,Ooty Bus Stand - Janjgir Bus Terminal,BH 4766 FY,Grey,FORCE MOTORS,Non AC Sleeper,2023-09-30 20:06:31,2023-10-01 06:37:31,631,404,139,449,42
8175,Nizamabad Bus Depot - Alwar Bus Depot,BH 3756 VJ,Blue,MAHINDRA & MAHINDRA,AC Sleeper,2023-09-10 07:11:34,2023-09-10 15:55:34,524,549,324,47,33
8176,Gandhidham Bus Stand - Kinnaur Bus Terminal,BH 8524 HV,Pink,TATA MOTORS,AC Executive,2023-10-22 19:07:14,2023-10-23 05:12:14,605,1090,295,173,48
8177,Bijapur Bus Stop - Namchi Bus Terminal,BH 2503 AP,Purple,EICHER MOTORS,Non AC Executive,2023-10-11 10:18:36,2023-10-11 19:25:36,547,903,452,362,55
8178,Sonipat Stand - Bhadrachalam Bus Depot,BH 8645 KU,Brown,MAHINDRA & MAHINDRA,AC Sleeper,2023-09-08 12:03:48,2023-09-08 21:17:48,554,590,28,335,42
8179,Samba Bus Stop - Shimla Inter-State Bus Terminus,BH 5719 LB,Black,VOLVO BUSES,AC Sleeper,2023-10-15 14:01:21,2023-10-15 23:52:21,591,722,158,161,51
8180,Gandhidham Bus Stand - Gumla Bus Stop,BH 8356 MM,Green,TATA MOTORS,AC Executive,2023-09-23 02:41:07,2023-09-23 11:16:07,515,1027,295,253,32
8181,Balurghat Bus Stop - Kota Bus Stand,BH 5763 IW,Green,BLUE BIRD CORPORATION,AC Sleeper,2023-10-13 16:20:23,2023-10-14 00:55:23,515,718,384,45,46
8182,Gangtok Bus Stand - Nagaur Terminal,BH 4070 AL,Purple,SOLARIS,Non AC Executive,2023-10-19 02:17:49,2023-10-19 12:01:49,584,841,361,80,51
8183,Wayanad Bus Depot - Kashmiri Gate,BH 1089 UJ,Pink,ASHOK LEYLAND,Non AC Sleeper,2023-09-26 13:03:52,2023-09-26 22:33:52,570,368,273,4,31
8184,Nehru Place - Mysuru Central Bus Stand,BH 7570 DJ,Green,BLUE BIRD CORPORATION,AC Sleeper,2023-09-04 22:57:00,2023-09-05 09:05:00,608,553,1,222,44
8185,Meerut Bus Terminal - Nadiad Bus Station,BH 0367 KE,Blue,MERCEDES BENZ,Non AC Sleeper,2023-10-03 08:04:17,2023-10-03 16:40:17,516,478,107,292,31
8186,Bathinda Bus Stand - Kailashahar Bus Station,BH 9837 FU,Purple,EICHER MOTORS,AC Sleeper,2023-10-13 13:22:35,2023-10-13 22:12:35,530,738,305,424,55
8187,Serchhip Bus Station - Kannur Central Bus Terminal,BH 0179 VR,Black,VOLVO BUSES,Non AC Executive,2023-10-23 12:19:10,2023-10-23 22:35:10,616,908,370,269,52
8188,Bokaro Steel City Bus Stand - Zunheboto Bus Terminal,BH 4596 VH,Purple,BYD COMPANY LTD,AC Sleeper,2023-09-27 21:27:17,2023-09-28 07:12:17,585,522,244,408,34
8189,Spiti Bus Stop - ITO,BH 2928 RM,Black,MAHINDRA & MAHINDRA,Non AC Executive,2023-09-08 05:59:57,2023-09-08 16:41:57,642,919,174,10,50
8190,Mahabubnagar Bus Station - Joginder Nagar Bus Depot,BH 3840 NF,Green,TATA MOTORS,AC Executive,2023-10-05 15:11:20,2023-10-06 01:30:20,619,1004,329,180,49
8191,Koderma Bus Depot - Hubballi Bus Terminal,BH 2149 EM,Green,TATA MOTORS,AC Executive,2023-09-30 17:46:30,2023-10-01 04:20:30,634,1291,260,223,53
8192,Hindupur Bus Stop - Kakinada Bus Depot,BH 4670 WG,Purple,TATA MOTORS,AC Executive,2023-10-04 04:55:33,2023-10-04 15:48:33,653,1288,357,348,36
